docno,text
494,"Dex Number: #0494 Victini Psychic · Fire Name: Victini Type: Psychic, Fire Description: This Pokémon brings victory. It is said that Trainers with Victini always win, regardless of the type of encounter."
495,Dex Number: #0495 Snivy Grass Name: Snivy Type: Grass Description: It is very intelligent and calm. Being exposed to lots of sunlight makes its movements swifter.
496,"Dex Number: #0496 Servine Grass Name: Servine Type: Grass Description: It moves along the ground as if sliding. Its swift movements befuddle its foes, and it then attacks with a vine whip."
497,Dex Number: #0497 Serperior Grass Name: Serperior Type: Grass Description: It can stop its opponents’ movements with just a glare. It takes in solar energy and boosts it internally.
498,Dex Number: #0498 Tepig Fire Name: Tepig Type: Fire Description: It can deftly dodge its foe’s attacks while shooting fireballs from its nose. It roasts berries before it eats them.
499,"Dex Number: #0499 Pignite Fire · Fighting Name: Pignite Type: Fire, Fighting Description: When its internal fire flares up, its movements grow sharper and faster. When in trouble, it emits smoke."
500,"Dex Number: #0500 Emboar Fire · Fighting Name: Emboar Type: Fire, Fighting Description: It can throw a fire punch by setting its fists on fire with its fiery chin. It cares deeply about its friends."
501,"Dex Number: #0501 Oshawott Water Name: Oshawott Type: Water Description: It fights using the scalchop on its stomach. In response to an attack, it retaliates immediately by slashing."
502,Dex Number: #0502 Dewott Water Name: Dewott Type: Water Description: Strict training is how it learns its flowing double-scalchop technique.
503,Dex Number: #0503 Samurott Water Name: Samurott Type: Water Description: One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.
504,"Dex Number: #0504 Patrat Normal Name: Patrat Type: Normal Description: Using food stored in cheek pouches, they can keep watch for days. They use their tails to communicate with others."
505,"Dex Number: #0505 Watchog Normal Name: Watchog Type: Normal Description: When they see an enemy, their tails stand high, and they spit the seeds of berries stored in their cheek pouches."
506,"Dex Number: #0506 Lillipup Normal Name: Lillipup Type: Normal Description: It faces strong opponents with great courage. But, when at a disadvantage in a fight, this intelligent Pokémon flees."
507,"Dex Number: #0507 Herdier Normal Name: Herdier Type: Normal Description: It has black, cape-like fur that is very hard and decreases the amount of damage it receives."
508,Dex Number: #0508 Stoutland Normal Name: Stoutland Type: Normal Description: It rescues people stranded by blizzards in the mountains. Its shaggy fur shields it from the cold.
509,"Dex Number: #0509 Purrloin Dark Name: Purrloin Type: Dark Description: They steal from people for fun, but their victims can’t help but forgive them. Their deceptively cute act is perfect."
510,Dex Number: #0510 Liepard Dark Name: Liepard Type: Dark Description: These Pokémon vanish and appear unexpectedly. Many Trainers are drawn to their beautiful form and fur.
511,Dex Number: #0511 Pansage Grass Name: Pansage Type: Grass Description: This Pokémon dwells deep in the forest. Eating a leaf from its head whisks weariness away as if by magic.
512,"Dex Number: #0512 Simisage Grass Name: Simisage Type: Grass Description: Ill tempered, it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter."
513,"Dex Number: #0513 Pansear Fire Name: Pansear Type: Fire Description: When it is angered, the temperature of its head tuft reaches 600° F. It uses its tuft to roast berries."
514,Dex Number: #0514 Simisear Fire Name: Simisear Type: Fire Description: It loves sweets because they become energy for the fire burning inside its body.
515,Dex Number: #0515 Panpour Water Name: Panpour Type: Water Description: The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large.
516,"Dex Number: #0516 Simipour Water Name: Simipour Type: Water Description: The tuft on its head holds water. When the level runs low, it replenishes the tuft by siphoning up water with its tail."
517,Dex Number: #0517 Munna Psychic Name: Munna Type: Psychic Description: Munna always float in the air. People whose dreams are eaten by them forget what the dreams had been about.
518,Dex Number: #0518 Musharna Psychic Name: Musharna Type: Psychic Description: The mist emanating from their foreheads is packed with the dreams of people and Pokémon.
519,"Dex Number: #0519 Pidove Normal · Flying Name: Pidove Type: Normal, Flying Description: Each follows its Trainer’s orders as best it can, but they sometimes fail to understand complicated commands."
520,"Dex Number: #0520 Tranquill Normal · Flying Name: Tranquill Type: Normal, Flying Description: It can return to its Trainer’s location regardless of the distance separating them."
521,"Dex Number: #0521 Unfezant Normal · Flying Name: Unfezant Type: Normal, Flying Description: Males swing their head plumage to threaten opponents. The females’ flying abilities surpass those of the males."
522,Dex Number: #0522 Blitzle Electric Name: Blitzle Type: Electric Description: Its mane shines when it discharges electricity. They use their flashing manes to communicate with one another.
523,"Dex Number: #0523 Zebstrika Electric Name: Zebstrika Type: Electric Description: They have lightning-like movements. When Zebstrika run at full speed, the sound of thunder reverberates."
524,"Dex Number: #0524 Roggenrola Rock Name: Roggenrola Type: Rock Description: Its ear is hexagonal in shape. Compressed underground, its body is as hard as steel."
525,"Dex Number: #0525 Boldore Rock Name: Boldore Type: Rock Description: When it overflows with power, the orange crystal on its body glows. It looks for underground water in caves."
526,Dex Number: #0526 Gigalith Rock Name: Gigalith Type: Rock Description: Compressing the energy from its internal core lets it fire off an attack capable of blowing away a mountain.
527,"Dex Number: #0527 Woobat Psychic · Flying Name: Woobat Type: Psychic, Flying Description: Its habitat is dark forests and caves. It emits ultrasonic waves from its nose to learn about its surroundings."
528,"Dex Number: #0528 Swoobat Psychic · Flying Name: Swoobat Type: Psychic, Flying Description: It emits sound waves of various frequencies from its nose, including some powerful enough to destroy rocks."
529,Dex Number: #0529 Drilbur Ground Name: Drilbur Type: Ground Description: It can dig through the ground at a speed of 30 mph. It could give a car running aboveground a good race.
530,"Dex Number: #0530 Excadrill Ground · Steel Name: Excadrill Type: Ground, Steel Description: It can help in tunnel construction. Its drill has evolved into steel strong enough to bore through iron plates."
531,"Dex Number: #0531 Audino Normal Name: Audino Type: Normal Description: It touches others with the feelers on its ears, using the sound of their heartbeats to tell how they are feeling."
532,Dex Number: #0532 Timburr Fighting Name: Timburr Type: Fighting Description: It fights by swinging a piece of lumber around. It is close to evolving when it can handle the lumber without difficulty.
533,Dex Number: #0533 Gurdurr Fighting Name: Gurdurr Type: Fighting Description: This Pokémon is so muscular and strongly built that even a group of wrestlers could not make it budge an inch.
534,"Dex Number: #0534 Conkeldurr Fighting Name: Conkeldurr Type: Fighting Description: It is thought that Conkeldurr taught humans how to make concrete more than 2,000 years ago."
535,Dex Number: #0535 Tympole Water Name: Tympole Type: Water Description: They warn others of danger by vibrating their cheeks to create a high-pitched sound.
536,"Dex Number: #0536 Palpitoad Water · Ground Name: Palpitoad Type: Water, Ground Description: When they vibrate the bumps on their heads, they can make waves in water or earthquake-like vibrations on land."
537,"Dex Number: #0537 Seismitoad Water · Ground Name: Seismitoad Type: Water, Ground Description: They shoot paralyzing liquid from their head bumps. They use vibration to hurt their opponents."
538,"Dex Number: #0538 Throh Fighting Name: Throh Type: Fighting Description: When it tightens its belt, it becomes stronger. Wild Throh use vines to weave their own belts."
539,Dex Number: #0539 Sawk Fighting Name: Sawk Type: Fighting Description: The sound of Sawk punching boulders and trees can be heard all the way from the mountains where they train.
540,"Dex Number: #0540 Sewaddle Bug · Grass Name: Sewaddle Type: Bug, Grass Description: Leavanny dress it in clothes they made for it when it hatched. It hides its head in its hood while it is sleeping."
541,"Dex Number: #0541 Swadloon Bug · Grass Name: Swadloon Type: Bug, Grass Description: Forests where Swadloon live have superb foliage because the nutrients they make from fallen leaves nourish the plant life."
542,"Dex Number: #0542 Leavanny Bug · Grass Name: Leavanny Type: Bug, Grass Description: Upon finding a small Pokémon, it weaves clothing for it from leaves, using the cutters on its arms and sticky silk."
543,"Dex Number: #0543 Venipede Bug · Poison Name: Venipede Type: Bug, Poison Description: Its bite injects a potent poison, enough to paralyze large bird Pokémon that try to prey on it."
544,"Dex Number: #0544 Whirlipede Bug · Poison Name: Whirlipede Type: Bug, Poison Description: Protected by a hard shell, it spins its body like a wheel and crashes furiously into its enemies."
545,"Dex Number: #0545 Scolipede Bug · Poison Name: Scolipede Type: Bug, Poison Description: With quick movements, it chases down its foes, attacking relentlessly with its horns until it prevails."
546,"Dex Number: #0546 Cottonee Grass · Fairy Name: Cottonee Type: Grass, Fairy Description: When attacked, it escapes by shooting cotton from its body. The cotton serves as a decoy to distract the attacker."
547,"Dex Number: #0547 Whimsicott Grass · Fairy Name: Whimsicott Type: Grass, Fairy Description: Like the wind, it can slip through any gap, no matter how small. It leaves balls of white fluff behind."
548,Dex Number: #0548 Petilil Grass Name: Petilil Type: Grass Description: The leaves on its head are very bitter. Eating one of these leaves is known to refresh a tired body.
549,Dex Number: #0549 Lilligant Grass Name: Lilligant Type: Grass Description: Even veteran Trainers face a challenge in getting its beautiful flower to bloom. This Pokémon is popular with celebrities.
550,"Dex Number: #0550 Basculin Water Name: Basculin Type: Water Description: Red and blue Basculin get along so poorly, they’ll start fighting instantly. These Pokémon are very hostile."
551,"Dex Number: #0551 Sandile Ground · Dark Name: Sandile Type: Ground, Dark Description: They live buried in the sands of the desert. The sun-warmed sands prevent their body temperature from dropping."
552,"Dex Number: #0552 Krokorok Ground · Dark Name: Krokorok Type: Ground, Dark Description: They live in groups of a few individuals. Protective membranes shield their eyes from sandstorms."
553,"Dex Number: #0553 Krookodile Ground · Dark Name: Krookodile Type: Ground, Dark Description: They never allow prey to escape. Their jaws are so powerful, they can crush the body of an automobile."
554,"Dex Number: #0554 Darumaka Fire Name: Darumaka Type: Fire Description: When its internal fire is burning, it cannot calm down and it runs around. When the fire diminishes, it falls asleep."
555,"Dex Number: #0555 Darmanitan Fire Name: Darmanitan Type: Fire Description: Its internal fire burns at 2,500° F, making enough power that it can destroy a dump truck with one punch."
556,Dex Number: #0556 Maractus Grass Name: Maractus Type: Grass Description: It uses an up-tempo song and dance to drive away the bird Pokémon that prey on its flower seeds.
557,"Dex Number: #0557 Dwebble Bug · Rock Name: Dwebble Type: Bug, Rock Description: This Pokémon can easily melt holes in hard rocks with a liquid secreted from its mouth."
558,"Dex Number: #0558 Crustle Bug · Rock Name: Crustle Type: Bug, Rock Description: Competing for territory, Crustle fight viciously. The one whose boulder is broken is the loser of the battle."
559,"Dex Number: #0559 Scraggy Dark · Fighting Name: Scraggy Type: Dark, Fighting Description: Its skin has a rubbery elasticity, so it can reduce damage by defensively pulling its skin up to its neck."
560,"Dex Number: #0560 Scrafty Dark · Fighting Name: Scrafty Type: Dark, Fighting Description: Groups of them beat up anything that enters their territory. Each can spit acidic liquid from its mouth."
561,"Dex Number: #0561 Sigilyph Psychic · Flying Name: Sigilyph Type: Psychic, Flying Description: They never vary the route they fly, because their memories of guarding an ancient city remain steadfast."
562,Dex Number: #0562 Yamask Ghost Name: Yamask Type: Ghost Description: Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry.
563,Dex Number: #0563 Cofagrigus Ghost Name: Cofagrigus Type: Ghost Description: It has been said that they swallow those who get too close and turn them into mummies. They like to eat gold nuggets.
564,"Dex Number: #0564 Tirtouga Water · Rock Name: Tirtouga Type: Water, Rock Description: Restored from a fossil, this Pokémon can dive to depths beyond half a mile."
565,"Dex Number: #0565 Carracosta Water · Rock Name: Carracosta Type: Water, Rock Description: They can live both in the ocean and on land. A slap from one of them is enough to open a hole in the bottom of a tanker."
566,"Dex Number: #0566 Archen Rock · Flying Name: Archen Type: Rock, Flying Description: Said to be an ancestor of bird Pokémon, they were unable to fly and moved about by hopping from one branch to another."
567,"Dex Number: #0567 Archeops Rock · Flying Name: Archeops Type: Rock, Flying Description: They are intelligent and will cooperate to catch prey. From the ground, they use a running start to take flight."
568,Dex Number: #0568 Trubbish Poison Name: Trubbish Type: Poison Description: Inhaling the gas they belch will make you sleep for a week. They prefer unsanitary places.
569,Dex Number: #0569 Garbodor Poison Name: Garbodor Type: Poison Description: It clenches opponents with its left arm and finishes them off with foul-smelling poison gas belched from its mouth.
570,"Dex Number: #0570 Zorua Dark Name: Zorua Type: Dark Description: It changes into the forms of others to surprise them. Apparently, it often transforms into a silent child."
571,Dex Number: #0571 Zoroark Dark Name: Zoroark Type: Dark Description: Bonds between these Pokémon are very strong. It protects the safety of its pack by tricking its opponents.
572,"Dex Number: #0572 Minccino Normal Name: Minccino Type: Normal Description: They greet one another by rubbing each other with their tails, which are always kept well groomed and clean."
573,Dex Number: #0573 Cinccino Normal Name: Cinccino Type: Normal Description: Their white fur is coated in a special oil that makes it easy for them to deflect attacks.
574,Dex Number: #0574 Gothita Psychic Name: Gothita Type: Psychic Description: Their ribbonlike feelers increase their psychic power. They are always staring at something.
575,Dex Number: #0575 Gothorita Psychic Name: Gothorita Type: Psychic Description: They use hypnosis to control people and Pokémon. Tales of Gothorita leading people astray are told in every corner.
576,Dex Number: #0576 Gothitelle Psychic Name: Gothitelle Type: Psychic Description: Starry skies thousands of light-years away are visible in the space distorted by their intense psychic power.
577,Dex Number: #0577 Solosis Psychic Name: Solosis Type: Psychic Description: They drive away attackers by unleashing psychic power. They can use telepathy to talk with others.
578,"Dex Number: #0578 Duosion Psychic Name: Duosion Type: Psychic Description: Since they have two divided brains, at times they suddenly try to take two different actions at once."
579,"Dex Number: #0579 Reuniclus Psychic Name: Reuniclus Type: Psychic Description: When Reuniclus shake hands, a network forms between their brains, increasing their psychic power."
580,"Dex Number: #0580 Ducklett Water · Flying Name: Ducklett Type: Water, Flying Description: These bird Pokémon are excellent divers. They swim around in the water eating their favorite food--peat moss."
581,"Dex Number: #0581 Swanna Water · Flying Name: Swanna Type: Water, Flying Description: Swanna start to dance at dusk. The one dancing in the middle is the leader of the flock."
582,Dex Number: #0582 Vanillite Ice Name: Vanillite Type: Ice Description: The temperature of their breath is -58° F. They create snow crystals and make snow fall in the areas around them.
583,"Dex Number: #0583 Vanillish Ice Name: Vanillish Type: Ice Description: Snowy mountains are this Pokémon’s habitat. During an ancient ice age, they moved to southern areas."
584,"Dex Number: #0584 Vanilluxe Ice Name: Vanilluxe Type: Ice Description: Swallowing large amounts of water, they make snow clouds inside their bodies and attack their foes with violent blizzards."
585,"Dex Number: #0585 Deerling Normal · Grass Name: Deerling Type: Normal, Grass Description: The color and scent of their fur changes to match the mountain grass. When they sense hostility, they hide in the grass."
586,"Dex Number: #0586 Sawsbuck Normal · Grass Name: Sawsbuck Type: Normal, Grass Description: They migrate according to the seasons. People can tell the season by looking at Sawsbuck’s horns."
587,"Dex Number: #0587 Emolga Electric · Flying Name: Emolga Type: Electric, Flying Description: The energy made in its cheeks’ electric pouches is stored inside its membrane and released while it is gliding."
588,Dex Number: #0588 Karrablast Bug Name: Karrablast Type: Bug Description: These mysterious Pokémon evolve when they receive electrical stimulation while they are in the same place as Shelmet.
589,"Dex Number: #0589 Escavalier Bug · Steel Name: Escavalier Type: Bug, Steel Description: They fly around at high speed, striking with their pointed spears. Even when in trouble, they face opponents bravely."
590,"Dex Number: #0590 Foongus Grass · Poison Name: Foongus Type: Grass, Poison Description: It lures people in with its Poké Ball pattern, then releases poison spores. Why it resembles a Poké Ball is unknown."
591,"Dex Number: #0591 Amoonguss Grass · Poison Name: Amoonguss Type: Grass, Poison Description: It lures prey close by dancing and waving its arm caps, which resemble Poké Balls, in a swaying motion."
592,"Dex Number: #0592 Frillish Water · Ghost Name: Frillish Type: Water, Ghost Description: With its thin, veil-like arms wrapped around the body of its opponent, it sinks to the ocean floor."
593,"Dex Number: #0593 Jellicent Water · Ghost Name: Jellicent Type: Water, Ghost Description: The fate of the ships and crew that wander into Jellicent’s habitat: all sunken, all lost, all vanished."
594,Dex Number: #0594 Alomomola Water Name: Alomomola Type: Water Description: The special membrane enveloping Alomomola has the ability to heal wounds.
595,"Dex Number: #0595 Joltik Bug · Electric Name: Joltik Type: Bug, Electric Description: Joltik that live in cities have learned a technique for sucking electricity from the outlets in houses."
596,"Dex Number: #0596 Galvantula Bug · Electric Name: Galvantula Type: Bug, Electric Description: When attacked, they create an electric barrier by spitting out many electrically charged threads."
597,"Dex Number: #0597 Ferroseed Grass · Steel Name: Ferroseed Type: Grass, Steel Description: When threatened, it attacks by shooting a barrage of spikes, which gives it a chance to escape by rolling away."
598,"Dex Number: #0598 Ferrothorn Grass · Steel Name: Ferrothorn Type: Grass, Steel Description: It fights by swinging around its three spiky feelers. A hit from these steel spikes can reduce a boulder to rubble."
599,Dex Number: #0599 Klink Steel Name: Klink Type: Steel Description: The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.
600,"Dex Number: #0600 Klang Steel Name: Klang Type: Steel Description: By changing the direction in which it rotates, it communicates its feelings to others. When angry, it rotates faster."
601,Dex Number: #0601 Klinklang Steel Name: Klinklang Type: Steel Description: Its red core functions as an energy tank. It fires the charged energy through its spikes into an area.
602,"Dex Number: #0602 Tynamo Electric Name: Tynamo Type: Electric Description: While one alone doesn’t have much power, a chain of many Tynamo can be as powerful as lightning."
603,Dex Number: #0603 Eelektrik Electric Name: Eelektrik Type: Electric Description: They coil around foes and shock them with electricity-generating organs that seem simply to be circular patterns.
604,Dex Number: #0604 Eelektross Electric Name: Eelektross Type: Electric Description: They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.
605,"Dex Number: #0605 Elgyem Psychic Name: Elgyem Type: Psychic Description: It uses its strong psychic power to squeeze its opponent’s brain, causing unendurable headaches."
606,"Dex Number: #0606 Beheeyem Psychic Name: Beheeyem Type: Psychic Description: It can manipulate an opponent’s memory. Apparently, it communicates by flashing its three different-colored fingers."
607,"Dex Number: #0607 Litwick Ghost · Fire Name: Litwick Type: Ghost, Fire Description: Litwick shines a light that absorbs the life energy of people and Pokémon, which becomes the fuel that it burns."
608,"Dex Number: #0608 Lampent Ghost · Fire Name: Lampent Type: Ghost, Fire Description: This ominous Pokémon is feared. Through cities it wanders, searching for the spirits of the fallen."
609,"Dex Number: #0609 Chandelure Ghost · Fire Name: Chandelure Type: Ghost, Fire Description: It absorbs a spirit, which it then burns. By waving the flames on its arms, it puts its foes into a hypnotic trance."
610,Dex Number: #0610 Axew Dragon Name: Axew Type: Dragon Description: They use their tusks to crush the berries they eat. Repeated regrowth makes their tusks strong and sharp.
611,"Dex Number: #0611 Fraxure Dragon Name: Fraxure Type: Dragon Description: Since a broken tusk will not grow back, they diligently sharpen their tusks on river rocks after they’ve been fighting."
612,Dex Number: #0612 Haxorus Dragon Name: Haxorus Type: Dragon Description: They are kind but can be relentless when defending territory. They challenge foes with tusks that can cut steel.
613,"Dex Number: #0613 Cubchoo Ice Name: Cubchoo Type: Ice Description: When it is not feeling well, its mucus gets watery and the power of its Ice-type moves decreases."
614,"Dex Number: #0614 Beartic Ice Name: Beartic Type: Ice Description: It can make its breath freeze at will. Very able in the water, it swims around in northern seas and catches prey."
615,"Dex Number: #0615 Cryogonal Ice Name: Cryogonal Type: Ice Description: When its body temperature goes up, it turns into steam and vanishes. When its temperature lowers, it returns to ice."
616,"Dex Number: #0616 Shelmet Bug Name: Shelmet Type: Bug Description: When attacked, it defends itself by closing the lid of its shell. It can spit a sticky, poisonous liquid."
617,"Dex Number: #0617 Accelgor Bug Name: Accelgor Type: Bug Description: When its body dries out, it weakens. So, to prevent dehydration, it wraps itself in many layers of thin membrane."
618,"Dex Number: #0618 Stunfisk Ground · Electric Name: Stunfisk Type: Ground, Electric Description: Its skin is very hard, so it is unhurt even if stepped on by sumo wrestlers. It smiles when transmitting electricity."
619,"Dex Number: #0619 Mienfoo Fighting Name: Mienfoo Type: Fighting Description: In fights, they dominate with onslaughts of flowing, continuous attacks. With their sharp claws, they cut enemies."
620,Dex Number: #0620 Mienshao Fighting Name: Mienshao Type: Fighting Description: It wields the fur on its arms like a whip. Its arm attacks come with such rapidity that they cannot even be seen.
621,"Dex Number: #0621 Druddigon Dragon Name: Druddigon Type: Dragon Description: It warms its body by absorbing sunlight with its wings. When its body temperature falls, it can no longer move."
622,"Dex Number: #0622 Golett Ground · Ghost Name: Golett Type: Ground, Ghost Description: The energy that burns inside it enables it to move, but no one has yet been able to identify this energy."
623,"Dex Number: #0623 Golurk Ground · Ghost Name: Golurk Type: Ground, Ghost Description: It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control."
624,"Dex Number: #0624 Pawniard Dark · Steel Name: Pawniard Type: Dark, Steel Description: Blades comprise this Pokémon’s entire body. If battling dulls the blades, it sharpens them on stones by the river."
625,"Dex Number: #0625 Bisharp Dark · Steel Name: Bisharp Type: Dark, Steel Description: It leads a group of Pawniard. It battles to become the boss, but will be driven from the group if it loses."
626,"Dex Number: #0626 Bouffalant Normal Name: Bouffalant Type: Normal Description: Their fluffy fur absorbs damage, even if they strike foes with a fierce headbutt."
627,"Dex Number: #0627 Rufflet Normal · Flying Name: Rufflet Type: Normal, Flying Description: They crush berries with their talons. They bravely stand up to any opponent, no matter how strong it is."
628,"Dex Number: #0628 Braviary Normal · Flying Name: Braviary Type: Normal, Flying Description: They fight for their friends without any thought about danger to themselves. One can carry a car while flying."
629,"Dex Number: #0629 Vullaby Dark · Flying Name: Vullaby Type: Dark, Flying Description: Its wings are too tiny to allow it to fly. As the time approaches for it to evolve, it discards the bones it was wearing."
630,"Dex Number: #0630 Mandibuzz Dark · Flying Name: Mandibuzz Type: Dark, Flying Description: It makes a nest out of bones it finds. It grabs weakened prey in its talons and hauls it to its nest of bones."
631,Dex Number: #0631 Heatmor Fire Name: Heatmor Type: Fire Description: It breathes through a hole in its tail while it burns with an internal fire. Durant is its prey.
632,"Dex Number: #0632 Durant Bug · Steel Name: Durant Type: Bug, Steel Description: They attack in groups, covering themselves in steel armor to protect themselves from Heatmor."
633,"Dex Number: #0633 Deino Dark · Dragon Name: Deino Type: Dark, Dragon Description: It tends to bite everything, and it is not a picky eater. Approaching it carelessly is dangerous."
634,"Dex Number: #0634 Zweilous Dark · Dragon Name: Zweilous Type: Dark, Dragon Description: After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along."
635,"Dex Number: #0635 Hydreigon Dark · Dragon Name: Hydreigon Type: Dark, Dragon Description: This brutal Pokémon travels the skies on its six wings. Anything that moves seems like a foe to it, triggering its attack."
636,"Dex Number: #0636 Larvesta Bug · Fire Name: Larvesta Type: Bug, Fire Description: This Pokémon was believed to have been born from the sun. When it evolves, its entire body is engulfed in flames."
637,"Dex Number: #0637 Volcarona Bug · Fire Name: Volcarona Type: Bug, Fire Description: When volcanic ash darkened the atmosphere, it is said that Volcarona’s fire provided a replacement for the sun."
638,"Dex Number: #0638 Cobalion Steel · Fighting Name: Cobalion Type: Steel, Fighting Description: This legendary Pokémon battled against humans to protect Pokémon. Its personality is calm and composed."
639,"Dex Number: #0639 Terrakion Rock · Fighting Name: Terrakion Type: Rock, Fighting Description: This Pokémon came to the defense of Pokémon that had lost their homes in a war among humans."
640,"Dex Number: #0640 Virizion Grass · Fighting Name: Virizion Type: Grass, Fighting Description: This Pokémon fought humans in order to protect its friends. Legends about it continue to be passed down."
641,Dex Number: #0641 Tornadus Flying Name: Tornadus Type: Flying Description: The lower half of its body is wrapped in a cloud of energy. It zooms through the sky at 200 mph.
642,"Dex Number: #0642 Thundurus Electric · Flying Name: Thundurus Type: Electric, Flying Description: Countless charred remains mar the landscape of places through which Thundurus has passed."
643,"Dex Number: #0643 Reshiram Dragon · Fire Name: Reshiram Type: Dragon, Fire Description: This Pokémon appears in legends. It sends flames into the air from its tail, burning up everything around it."
644,"Dex Number: #0644 Zekrom Dragon · Electric Name: Zekrom Type: Dragon, Electric Description: Concealing itself in lightning clouds, it flies throughout the Unova region. It creates electricity in its tail."
645,"Dex Number: #0645 Landorus Ground · Flying Name: Landorus Type: Ground, Flying Description: Lands visited by Landorus grant such bountiful crops that it has been hailed as “The Guardian of the Fields.”"
646,"Dex Number: #0646 Kyurem Dragon · Ice Name: Kyurem Type: Dragon, Ice Description: It generates a powerful, freezing energy inside itself, but its body became frozen when the energy leaked out."
647,"Dex Number: #0647 Keldeo Water · Fighting Name: Keldeo Type: Water, Fighting Description: By blasting water from its hooves, it can glide across water. It excels at using leg moves while battling."
648,"Dex Number: #0648 Meloetta Normal · Psychic Name: Meloetta Type: Normal, Psychic Description: Its melodies are sung with a special vocalization method that can control the feelings of those who hear it."
649,"Dex Number: #0649 Genesect Bug · Steel Name: Genesect Type: Bug, Steel Description: Over 300 million years ago, it was feared as the strongest of hunters. It has been modified by Team Plasma."
650,"Dex Number: #0650 Chespin Grass Name: Chespin Type: Grass Description: The quills on its head are usually soft. When it flexes them, the points become so hard and sharp that they can pierce rock."
651,Dex Number: #0651 Quilladin Grass Name: Quilladin Type: Grass Description: It relies on its sturdy shell to deflect predators’ attacks. It counterattacks with its sharp quills.
652,"Dex Number: #0652 Chesnaught Grass · Fighting Name: Chesnaught Type: Grass, Fighting Description: Its Tackle is forceful enough to flip a 50-ton tank. It shields its allies from danger with its own body."
653,"Dex Number: #0653 Fennekin Fire Name: Fennekin Type: Fire Description: Eating a twig fills it with energy, and its roomy ears give vent to air hotter than 390 degrees Fahrenheit."
654,"Dex Number: #0654 Braixen Fire Name: Braixen Type: Fire Description: It has a twig stuck in its tail. With friction from its tail fur, it sets the twig on fire and launches into battle."
655,"Dex Number: #0655 Delphox Fire · Psychic Name: Delphox Type: Fire, Psychic Description: It gazes into the flame at the tip of its branch to achieve a focused state, which allows it to see into the future."
656,Dex Number: #0656 Froakie Water Name: Froakie Type: Water Description: It secretes flexible bubbles from its chest and back. The bubbles reduce the damage it would otherwise take when attacked.
657,"Dex Number: #0657 Frogadier Water Name: Frogadier Type: Water Description: It can throw bubble-covered pebbles with precise control, hitting empty cans up to a hundred feet away."
658,"Dex Number: #0658 Greninja Water · Dark Name: Greninja Type: Water, Dark Description: It creates throwing stars out of compressed water. When it spins them and throws them at high speed, these stars can split metal in two."
659,Dex Number: #0659 Bunnelby Normal Name: Bunnelby Type: Normal Description: They use their large ears to dig burrows. They will dig the whole night through.
660,"Dex Number: #0660 Diggersby Normal · Ground Name: Diggersby Type: Normal, Ground Description: With their powerful ears, they can heft boulders of a ton or more with ease. They can be a big help at construction sites."
661,"Dex Number: #0661 Fletchling Normal · Flying Name: Fletchling Type: Normal, Flying Description: These friendly Pokémon send signals to one another with beautiful chirps and tail-feather movements."
662,"Dex Number: #0662 Fletchinder Fire · Flying Name: Fletchinder Type: Fire, Flying Description: From its beak, it expels embers that set the tall grass on fire. Then it pounces on the bewildered prey that pop out of the grass."
663,"Dex Number: #0663 Talonflame Fire · Flying Name: Talonflame Type: Fire, Flying Description: In the fever of an exciting battle, it showers embers from the gaps between its feathers and takes to the air."
664,"Dex Number: #0664 Scatterbug Bug Name: Scatterbug Type: Bug Description: When under attack from bird Pokémon, it spews a poisonous black powder that causes paralysis on contact."
665,"Dex Number: #0665 Spewpa Bug Name: Spewpa Type: Bug Description: It lives hidden within thicket shadows. When predators attack, it quickly bristles the fur covering its body in an effort to threaten them."
666,"Dex Number: #0666 Vivillon Bug · Flying Name: Vivillon Type: Bug, Flying Description: Vivillon with many different patterns are found all over the world. These patterns are affected by the climate of their habitat."
667,"Dex Number: #0667 Litleo Fire · Normal Name: Litleo Type: Fire, Normal Description: The stronger the opponent it faces, the more heat surges from its mane and the more power flows through its body."
668,"Dex Number: #0668 Pyroar Fire · Normal Name: Pyroar Type: Fire, Normal Description: The male with the largest mane of fire is the leader of the pride."
669,Dex Number: #0669 Flabébé Fairy Name: Flabébé Type: Fairy Description: It draws out and controls the hidden power of flowers. The flower Flabébé holds is most likely part of its body.
670,Dex Number: #0670 Floette Fairy Name: Floette Type: Fairy Description: It flutters around fields of flowers and cares for flowers that are starting to wilt. It draws out the hidden power of flowers to battle.
671,"Dex Number: #0671 Florges Fairy Name: Florges Type: Fairy Description: It claims exquisite flower gardens as its territory, and it obtains power from basking in the energy emitted by flowering plants."
672,"Dex Number: #0672 Skiddo Grass Name: Skiddo Type: Grass Description: Thought to be one of the first Pokémon to live in harmony with humans, it has a placid disposition."
673,Dex Number: #0673 Gogoat Grass Name: Gogoat Type: Grass Description: It can tell how its Trainer is feeling by subtle shifts in the grip on its horns. This empathic sense lets them run as if one being.
